,id_student,code_module,code_presentation,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,total_clicks
0,6516,AAA,2014J,0.007524184879971337,0.0,0.0,0.0,0.1615908276603368,0.0,0.17807237549265495,0.0,0.0,0.5392332497312791,0.0,0.0,0.0,0.0,0.0,0.0,0.011107130060910068,0.0,0.051236116087423865,0.051236116087423865,2791
1,8462,DDD,2013J,0.0,0.0,0.018575851393188854,0.0,0.05572755417956656,0.0,0.2848297213622291,0.0,0.018575851393188854,0.09907120743034056,0.0,0.02786377708978328,0.0,0.0,0.0,0.0,0.10835913312693499,0.0,0.35139318885448917,0.03560371517027864,646
2,8462,DDD,2014J,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3,11391,AAA,2013J,0.0,0.0,0.0,0.0,0.20663811563169165,0.0,0.14775160599571735,0.0,0.0,0.5920770877944326,0.0,0.0,0.0,0.0,0.0,0.0,0.013918629550321198,0.0,0.034261241970021415,0.0053533190578158455,934
4,23629,BBB,2013B,0.0,0.0,0.0,0.0,0.5403726708074534,0.0,0.2236024844720497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19254658385093168,0.0,0.012422360248447204,0.0,0.031055900621118012,0.0,161
5,23698,CCC,2014J,0.0,0.0,0.0,0.0,0.06923076923076923,0.0,0.13296703296703297,0.0,0.0,0.004395604395604396,0.0,0.0,0.001098901098901099,0.0,0.6329670329670329,0.0,0.046153846153846156,0.0,0.1076923076923077,0.005494505494505495,910
6,23798,BBB,2013J,0.0,0.0,0.0,0.0,0.2457627118644068,0.001694915254237288,0.2864406779661017,0.0,0.005084745762711864,0.07457627118644068,0.0,0.0,0.0,0.0,0.17627118644067796,0.0,0.03559322033898305,0.0,0.07966101694915254,0.09491525423728814,590
7,24186,GGG,2014B,0.0,0.0,0.0,0.0,0.07608695652173914,0.0,0.25,0.0,0.0,0.04891304347826087,0.0,0.0,0.0,0.0,0.5543478260869565,0.0,0.043478260869565216,0.0,0.02717391304347826,0.0,184
8,24213,DDD,2014B,0.0,0.0,0.004518072289156626,0.0,0.39056224899598396,0.0,0.16315261044176707,0.0,0.013052208835341365,0.13152610441767068,0.0,0.04417670682730924,0.0,0.0,0.0,0.0,0.025602409638554216,0.0,0.2143574297188755,0.013052208835341365,1992
9,24391,GGG,2013J,0.0,0.0,0.0,0.0,0.08707865168539326,0.0028089887640449437,0.18258426966292135,0.0,0.0,0.5014044943820225,0.0,0.0,0.0,0.0,0.16853932584269662,0.0,0.025280898876404494,0.0,0.032303370786516857,0.0,712
10,24734,AAA,2014J,0.0,0.0,0.0,0.0,0.3166332665330661,0.0,0.27655310621242485,0.0,0.002004008016032064,0.3226452905811623,0.0,0.0,0.0,0.0,0.0,0.0,0.01002004008016032,0.0,0.05410821643286573,0.018036072144288578,499
11,25107,BBB,2013B,0.0,0.0,0.0,0.0,0.6182669789227166,0.00078064012490242,0.32435597189695553,0.0,0.0,0.00039032006245121,0.00039032006245121,0.0,0.0,0.0,0.03317720530835285,0.0,0.00897736143637783,0.0,0.00819672131147541,0.00546448087431694,2562
12,25150,EEE,2014B,0.0,0.0,0.0,0.0,0.07037565382786495,0.0,0.1340941512125535,0.0,0.0,0.6100808368996672,0.0,0.09082263433190679,0.0,0.0,0.05943889681407513,0.0,0.006657156443176415,0.0,0.011412268188302425,0.017118402282453638,2103
13,25261,CCC,2014J,0.0,0.0,0.0,0.0,0.5075225677031093,0.0,0.17452357071213642,0.0,0.0,0.04312938816449348,0.0,0.0,0.0,0.0,0.11735205616850551,0.0,0.03610832497492478,0.0,0.11835506519558676,0.003009027081243731,997
14,25572,DDD,2014J,0.0,0.0,0.0,0.0,0.035398230088495575,0.0,0.3893805309734513,0.0,0.0,0.07079646017699115,0.0,0.0,0.0,0.0,0.0,0.0,0.10619469026548672,0.0,0.34513274336283184,0.05309734513274336,113
15,25629,BBB,2014B,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
16,25997,BBB,2014B,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,13
17,26023,GGG,2013J,0.0,0.0,0.0,0.0,0.15012722646310434,0.001272264631043257,0.40076335877862596,0.0,0.0,0.1921119592875318,0.0,0.0,0.0,0.0,0.13358778625954199,0.0,0.10559796437659033,0.0,0.01653944020356234,0.0,786
18,26192,AAA,2014J,0.004048582995951417,0.0,0.0,0.0,0.053531264057579846,0.0,0.23616734143049933,0.0,0.0,0.51731893837157,0.0,0.0,0.0,0.0,0.0,0.0,0.003598740440845704,0.0,0.11246063877642826,0.0728744939271255,2223
19,26211,FFF,2014B,0.0023018743834265043,0.00026307135810588623,0.0,0.00019730351857941467,0.08220979940808945,0.00013153567905294311,0.15757974350542583,0.0,0.001052285432423545,0.5477145675764551,0.0,0.005721802038803026,0.0025649457415323905,0.0026964814205853336,0.11252877342979282,0.0,0.005392962841170667,0.0,0.07142387372574811,0.008220979940808944,15205
20,26247,FFF,2013J,0.0,0.0,0.0,0.0,0.2907949790794979,0.0,0.1401673640167364,0.0,0.0,0.2510460251046025,0.0,0.056485355648535567,0.010460251046025104,0.0,0.0794979079497908,0.0,0.01882845188284519,0.0,0.13179916317991633,0.02092050209205021,478
21,26315,BBB,2014J,0.0,0.0,0.0,0.0,0.10403916768665851,0.0012239902080783353,0.17462260301917584,0.0,0.005303957568339453,0.4059567523459812,0.0,0.0,0.0,0.005711954304365565,0.204406364749082,0.0,0.03875968992248062,0.0,0.05711954304365565,0.0028559771521827824,2451
22,26734,BBB,2014J,0.0,0.0,0.0,0.0,0.0761904761904762,0.004761904761904762,0.30952380952380953,0.0,0.09047619047619047,0.2714285714285714,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.14761904761904762,0.0,0.07142857142857142,0.004761904761904762,210
23,26915,EEE,2013J,0.0,0.0,0.0,0.0,0.3770491803278688,0.0,0.2459016393442623,0.0,0.0,0.2786885245901639,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.0,0.0,0.03278688524590164,0.0,61
24,27116,CCC,2014J,0.0,0.0,0.0,0.0,0.22035733622089876,0.0,0.21710882512181917,0.0,0.028153762858689767,0.14564158094206822,0.0,0.0,0.0010828370330265296,0.0,0.2425554953979426,0.0,0.056307525717379535,0.0,0.08554412560909583,0.0032485110990795887,1847
25,27189,FFF,2014B,0.0,0.0,0.0,0.002274450341167551,0.12736921910538287,0.0,0.10614101592115238,0.0,0.000758150113722517,0.27710386656558,0.0,0.0011372251705837756,0.000758150113722517,0.0,0.3498862774829416,0.0,0.03222137983320698,0.0,0.09287338893100834,0.009476876421531463,2638
26,27417,DDD,2013J,0.0,0.0,0.0024390243902439024,0.0,0.3463414634146341,0.0,0.24146341463414633,0.0,0.012195121951219513,0.13414634146341464,0.0,0.08780487804878048,0.0,0.0,0.0,0.0,0.10975609756097561,0.0,0.04878048780487805,0.01707317073170732,410
27,27417,DDD,2014J,0.0,0.0,0.0,0.0,0.25,0.1,0.24,0.0,0.07,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100
28,27683,FFF,2014B,0.0,0.0,0.0,0.0009394081728511038,0.03475810239549084,0.0,0.1113198684828558,0.0,0.0,0.42555190230155004,0.0,0.012682010333489901,0.004227336777829967,0.0014091122592766556,0.30201972757162987,0.0,0.021136683889149837,0.0,0.07562235791451385,0.010333489901362142,2129
29,27759,BBB,2013J,0.0,0.0,0.0,0.0,0.17759562841530055,0.01092896174863388,0.3360655737704918,0.0,0.0,0.04644808743169399,0.0,0.0,0.0,0.0,0.24043715846994534,0.0,0.05191256830601093,0.0,0.09562841530054644,0.040983606557377046,366
30,27780,EEE,2014B,0.0,0.0,0.0,0.0,0.03074141048824593,0.0,0.27486437613019893,0.0,0.0,0.4448462929475588,0.0,0.0,0.0,0.0,0.14828209764918626,0.0,0.0216998191681736,0.0,0.03074141048824593,0.048824593128390596,553
31,27891,BBB,2013B,0.0,0.0,0.0,0.0,0.574750830564784,0.0,0.21926910299003322,0.0,0.0,0.0033222591362126247,0.0,0.0,0.0,0.0,0.12624584717607973,0.0,0.019933554817275746,0.0,0.036544850498338874,0.019933554817275746,301
32,27891,BBB,2014B,0.0,0.0,0.0,0.0,0.6808510638297872,0.0,0.2765957446808511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,47
33,27935,DDD,2013J,0.0,0.0,0.0036900369003690036,0.0,0.17466174661746617,0.0,0.31857318573185733,0.0,0.0024600246002460025,0.07872078720787208,0.0,0.046740467404674045,0.0,0.0,0.0,0.0,0.05043050430504305,0.0,0.28413284132841327,0.04059040590405904,813
